Movie,Review
Star Wars,"I regret finally watching this. It may be the most soulless and tonally jarring movie I've ever watched. 55% of the dialogue is (not-so) witty quips, while the remainder is exposition with catchphrases spouted at random to fill in the gaps. There is an uncanny valley effect seeing characters engaged in ""conversation"" where everyone seems to respond with pre-programmed comebacks or unrelated narration. The formula here seems to be: fast-paced chases + fast-paced dialogue + callbacks = blockbuster hit! No need for subtle characterization that makes characters feel human (or alien), or building atmosphere with a sense of thematic purpose and letting the audience breathe it in. I know the problem isn't with the franchise itself, because I recently watched creators achieve these things with the Star Wars Visions short films like ""The Village Bride"" and ""The Ninth Jedi"", which were a wonder to behold."
Harry Potter,"Not a perfect story, but a lovely introduction into these characters and J. K. Rowling's magical world of wizards. Lots of great bits here, like the sorting hat, invisibility cloak, troll encounter, and quidditch match (even if the rules for this game are absurd). The casting is excellent, including the principal three (Daniel Radcliffe, Emma Watson, and Rupert Grint) and the teachers at Hogwarts (Alan Rickman, Maggie Smith, and Richard Harris). The film was a little too long and had scenes that seemed a little disconnected, leading to a rather brief, anticlimactic ending, but overall there's a reason the franchise was so popular, and this got it off the ground in good form."
Harry Potter,"Like a lot of others, I refused to watch this film when it was originally released, thinking it was going to be another movie for kids, loosely taken from the source. Was I ever wrong? "
Star Wars,Star Wars: Episode IX - The Rise of Skywalker is a soulless film and a commemoration piece.
Harry Potter,"I really like this movie! Even though most of the events in this movie could never happen in the real world, it is awesome. I think that this really set a really good example for all of the other Harry Potter movies. Ever since I saw this movie I have loved the Harry Potter series, the movies and the books! I saw this almost right after it came out on video and I am really happy I did. I think that they chose the right people to play the people in the movie. The director made it a lot like the book, and I really liked that about it! I definitely think that if you haven't seen this movie, you should see it as soon as possible!"
Batman,"I feel like I'm always one of those people who rolls their eyes when someone says ""Christopher Nolan is such a great filmmaker"". Sometimes I feel like I'm being a bit mean. Nolan is an acclaimed director because of his vision for big blockbusters that are shot and film and rely on the spectacle of real sets and performances. Nolan exceeds well at what he tries to do, and its a sort of achievement that no director has accomplished. Personally, I don't love his style - it relies more on impressive setpieces then the language of film. But it mostly works. Yet I find this movies to be exactly what Christopher Nolan should not be directing - a fantasy. Because of his vision, and the conflicting interests with this story, I find Batman Begins to be an overlong, drab and rather than unengaging affair."
Star Wars,The story makes no sense
Star Wars,So it motivated me to finally register and add my own reviews.
Star Wars,"I'm going to just gloss over the main points of this dumpster fire because if I don't this review could be a book. No explanation of how the Emperor survived the explosion of the Death Star over Endor. No explanation of WHY if he can make clones he's still using his crippled, old body when he could CLONE a new one. Palpatine is now Overdog from Space Hunter Adventures in the Forbidden Zone with a mechanical arm shoved up his posterior because you know, in Star Wars there aren't prosthetic bodies like Vader had....oh the stupid...but I digress. He's also a Space Vampire like Overdog that can drain life force to restore himself yet he didn't do that in ANY OTHER STAR WARS movie he was in. I nearly choked on my coffee when I saw him flinch away from Rey making a cross with two light sabers (like he's friggin Dracula). He uses force lightening to ""attack"" the Resistance fleet...nice new power we've never seen before. What is he Thanos now? No explanation of ANY of the RIDICULOUS force powers in this movie in general. Nobody trains, nobody has to work to achieve these powers, they just get them like some kind of Super Hero movie. The force is apparently a Star Trek transporter now that transports an object to Kylo Ren from Mary Sue Rey (who is God-Mod-Level Mary Sue in this) which allows Klyo to find her. Oh and Princess Leia was a Jedi, had a lightsaber, and can use the force like a master Jedi...because why not? She also so dies in the most lame way. Snoke was Palpatine's creation and he has new replacement Snokes in Jars (yeah...stupid). Also, Star Destroyers now have a planet-killing beam cannon even though they're only Imperial I style and not the size of an Eclipse or Sovereign class SSD. This fleet is hidden under ice, who knows where the crew came from, or how they were fed, none of it is explained and so it just comes off as cheap and contrived. There's a lot more, but the main reason this is a 1-star for me is because it totally makes everything that Luke did to save Anakin a moot point and a wasted endeavor. Why bother with these sequels if all these did was trash what the original trilogy established? The prequels were not great, but they didn't destroy any of what came before. They were original stories that told us how Anakin became Vader and in that they succeeded. In this Disney Trilogy everything that was created in the first 6-films is now pointless. None of it matters because Palpatine won. He succeeded in killing Kylo Ren (the last actual Skywalker) and wiping out Luke's legacy. Rey is Palpatine's granddaughter, so her taking Luke's last name (she just declares herself a Skywalker), taking his moisture farm, taking his X-wing, and essentially taking away and destroying his legacy makes me think this movie should have been titled ""Demise of Skywalker""."
Star Wars,"I am a life long Star Wars fan and this was the first time I came out disappointed. And I am not picky, I was mostly happy even with the last two movies, but this one is the worst Star Wars movie yet."
Batman,"I hated ""Daredevil"". I didn't like either ""Spider-Man"". The ""X-Men"" movies were mediocre. I can't say that I remember the ""Superman"" movies fondly. The 1989 ""Batman"" was dull. I hated all the ""Batman"" sequels. ""Catwoman"" was abysmal."
Batman,"The best part of this movie is they finally got the correct casting for Batman this time. They finally chose Christian Bale the man who played ""American Psycho"" and another Orwell kind of movie, ""Equilibrium""."
Harry Potter,"This movie has not aged well at all lol,especially the camera quality,the acting.......isn't great....there's also a LOT of conveniences to the point of being hilarious,the feeling of the movie is straight out of the 2000's and late 90's ,that being said I still have a lot of fun with this movie,the soundtrack,the world,the characters,mythology,all of it is to iconic and for me nostalgic it's Impossible to not to have a good time,there some extremely dumb moments, but if you can just have fun with this movie instead of being overly critical,I'd say it's a good time ."
Star Wars,"Ok, so Leia is a Jedi Master, apparently. Yep, let that sink in for a second. All the things you've grown to hate about the modern interpretation of Star Wars are there, with none of the charm, subtlety or sincerity of the originals. The whole movie is basically a plotless, intergalactic scavenger hunt. We need to go here and find that, so we can go there and get this and then go there and do that. The whole second act could be removed and the outcome would be the same. And the shmaltz, don't they layer it on thick, and at every opportunity. And there are the usual nonsensical happenings that plague this series. It all makes no sense and feels like what it is, an overblown copy of something that was once magic and so very loved, but is now a soulless husk."
Harry Potter,"Harry Potter and the Philosopher's Stone is a film directed by Chris Columbus. For many years, I hadn't given a damn about the Harry Potter series. But seeing the fanfare surrounded by the series, I decided to give it a try. After watching this one, I can definitely say that I am on the verge of being a fan."
Harry Potter,"For me, the movies will always be a mixed bag and even the first one has its logistical problems."
Harry Potter,"That's it! I give up! I surrender! White flag! My friends want to see the new Harry Potter that is about to be released this summer, The Order of Phoenix, but they looked at my like I just lost my head when I told them I never saw the Harry Potter films. They just said I've seen every movie yet I never saw Harry Potter? Well, I never saw the point since I don't read the books or wasn't interested in the films, it looked like typical kid's stuff to me. But my friends said they would not take me to see the movie until I've seen the films, it's now that I realize I got myself into trouble since these movies are all 2+ hours each. I just finished the first one a couple days ago."
Harry Potter,"""What's a Muggle?"""
Star Wars,"Say what you want about the prequels, so many flaws, but some great stuff too. The lightsaber fights were amazing. They also felt like the Star Wars universe, they were just silly in a lot of places, but this film, along with it's predecessor, are muddled."
Batman,"As the title hints, ""Batman Begins"" is not a sequel to the three (the latest previous attempt doesn't count) recent installments featuring the Caped Crusader, but rather a new dawn that unabashedly ignores any established precedents. The end result is as intended, breathing brilliant new life into a series that had unfortunately become a laughingstock."
Batman,"At first, when i heard that there is going to be a new Batman film, i thought it would just be another cheap attempt to make some $$$. And so the days past, and i started to be more interested in the story(especially with Chris Nolan as the director). One by one, great actors started to sign on for the film(Christian Bale, Liam Neeson, Micheal Cane, Gary Oldmen, Morgan Freeman) and i was all over it. My friends thought it would be really bad and even the great cast and promising trailer didn't really interest them. And then finally i saw the film..... and i was amazed! Chris Nolan has created something other than the Tim Burton Batman we saw in the 80's(and i'm not even going to mention Schumacher's ""2 flops in a row"" Batman). He has made Batman the way he is, dark, anti-social and filled with revenge. Batman Forever and Batman & Robin were flops because the films were too much concentrated on the villains. Batman Begins, however, was centered on Bruce Wayne becoming Batman and defeating his fears. This film is truly the best Batman film ever made, and possibly the best film of this year."
Batman,"We had never heard of a reboot before. This movie wasn't even advertised as such nor was there any mention of it. Of course it looked like a prequel: it was called Begins and the bad guy was new and unused. When Joe Chill killed the Wayne's I thought, ""This guy is going to be the Joker?"" Then he died and I realized that this wasn't connected to the old movies but I had to walk myself through it in the theaters for a second."
Star Wars,"I recently saw a review on YouTube that made me think about this last Disney trilogy and I almost came to accept that maybe I was wrong and the story arc for Luke and Leia made sense. But then I realize that these movies had very little to do with any of the original movies characters and I digress. How Disney has turned this into a cash cow is shameless, greedy and inmoral. From the very beginning I expected a more dramatic movie, these characters have been with us for forty years! I don't understand why Mark Hamil was ignored when writing the script to these movies, nor why did these movies need a new story when there are decades of comics and books with lore and great stories? Disney had a once in a lifetime opportunity to conclude what George Lucas started almost half a century later, and they decided to turn this over to people who never read the source material nor cared about lore. During all these years Mark H never stopped being Luke and Carrie was Leia, they never took on roles that they were known for more. It saddens me that we will never have a memory of all our beloved original characters together for at least one scene at the end of this all."
Batman,"First of all, I have to say that I enjoyed the previous Batman series, directed by Tim Burton for several and then by Joel Schumacher. As good as that series was, this start of a new series would fall flat if all it does was copy the last one."
Harry Potter,My favourite part was when the staircases changed (Simon age 7).
Harry Potter,As a kid back in 2001 I was a huge fan of Harry Potter I thought it was really good back in the day but as time went by I noticed that the films were getting darker. 
Harry Potter,"Harry Potter seems to highlight what today's society is missing; the age of magical innocence, the pure abandonment of that essence of childhood. In this day and age of computer games and quick fix takeaway electronic happiness and incessant CGI violence, it's brilliant to see the world excited by story telling and the simple things. It reminds me of years ago as a child reading volumes of Roald Dahl's compositions and hanging out to read the next chapter of 'Danny the Champion of the World'. Harry Potter has engaged the world back into that innocence, even if it is for a two hour movie."
Star Wars,"These incoherent, ridiculous pieces of crap, the last three Star Wars movies (7,8,9), make you appreciate the prequels (1,2,3). At least the prequels had a decent story and character development."
Star Wars,"The apparent end of the Star Wars franchise was what I expected. I don't see how they would expand the franchise beyond here, and I hope that they don't. Carrie Fisher deserves to rest in peace."
Star Wars,"I am not a Star Wars fan. I've lost count of which trilogy is which and what they are about. I just wanted to see a good sci-fi film and enjoy it as much as possible. Only it made no sense. The only things connecting it to other films were either nostalgic crap or reinventions and apologies of previous ideas that are now cancelled. The only new concepts in the movie made little sense and ended abruptly after being just presented. This doesn't feel like the Rise of anything, it feels like a terrible end where nothing has any value. People hate The Last Jedi. Well, that was kind of interesting, introducing new things to a tired little fairytale. Not good by any measure, but at least not boring. Rise of Skywalker is a Final Order of magnitude worse. No world building, no consistency of character, rushed, badly edited, the inbreeding of everyone with everyone, a consistent obliteration of any purpose, feeling or technical concept. It was a thorough Sithesque dismantling of Star Wars. But worse of all, because I really am not a fan and so I couldn't care less about this franchise, this film was boring as hell."
Harry Potter,"Yeah yeah, I get it. Adaptations will almost always lose material, and perhaps this gives the movie an unfair advantage."
Harry Potter,"The first of the popular books by J.K. Rowling was one of the most anticipated films at the time, and it became one of the most successful family films in cinema, from director Chris Columbus (Home Alone, Mrs. Doubtfire). Harry Potter (Daniel Radcliffe) has lived with his Uncle Vernon (Richard Griffiths) and Aunt Petunia (Fiona Shaw) and their son since he was a baby. Then one day, after attacks by letters for him, Rubeus Hagrid (BAFTA nominated Robbie Coltrane) takes Harry to be taught at Hogwarts School of Witchcraft and Wizardry. He takes money from the Wizard Bank and buys a wand from Mr. Ollivander (John Hurt) on the way, and he also finds out he is famous for surviving an attack by He Who Must Not Be Named, explaining the scar on his forehead. When Harry is on his way to Hogwarts at London Liverpool Station he needs to find Platform 9 and 3 quarters, and asking Mrs. Molly Weasley (Julie Walters) he goes through a wall between platforms 9 and 10. On the train he meets Ron Weasley (Rupert Grint), and briefly Hermoine Granger (Emma Watson). Then at the school, they meet Professor Minerva McGonagall (Dame Maggie Smith), the mean Slytherin bound Draco Malfoy (Tom Felton), before going in front of Professor Albus Dumbledore (Richard Harris) and the other teachers to be put into the appropriate houses by the wizard hat. The film continues to see their lessons with teachers, including Professor Severus Snape (Alan Rickman) teaching potions, Madame Hooch (Zoë Wanamaker) teaching broom flying, and Professor Flitwick (Leprechaun's Warwick Davis, also playing Goblin Bank Teller) teaching levitation. Then is the first and (then) gripping Quidditch game, Gryffindor vs. Slytherin with Harry as the seeker trying to catch the Golden Snitch to win the game, while everyone scores with the Quaffel. But as time goes by, Harry, Ron and Hermoine discover a plan to steal something guarded by the giant two-headed dog (Fluffy), that they later find out is called the Philosopher's Stone (the Americans insist on calling the boring Sorcerer's Stone). Harry and the other two eventually pluck up the courage to get past the dog, and traps, including Devil's Snare plants, flying keys (to the door) and the giant game of Wizard's Chess. Harry eventually faces his great foe, and he suspected the very mysterious Snape, but it was in fact Professor Quirinus Quirrell (Ian Hart), but the real villain is on the back of his head, Harry's parents killer Vodermort, aka He Who (well, you know the rest). Harry survives and kills Voldermort and Quirrel, is reunited with his friends, Gryffindor deservedly wins the house cup, and Harry goes home with great memories. Also starring John Cleese as Nearly Headless Nick and David Bradley as Argus Filch. It was nominated the Oscars for Best Art Direction-Set Decoration, Best Costume Design and Best Music for John Williams, and it was nominated the BAFTAs for the Alexander Korda Award for Best British Film, Best Feature Film (Children's Award), Best Special Visual Effects, Best Costume Design, Best Make Up/Hair, Best Production Design and Best Sound. Harry Potter was number 45 on The 100 Greatest Pop Culture Icons, but he was also number 35 on The 100 Worst Britons (the only fictional person, why?), the film was number 11 on The Ultimate Film, and it was number 15 on The 100 Greatest Family Films. Very good!"
Batman,"""Batman Begins"" is certainly the best among the five movies of this great hero released in the theaters. After 1776 reviews in IMDb, I do not know what I can write that have not been written before. In my opinion, this film begins wonderful with the director, Christopher Nolan, of the fantastic ""Memento"", one of my favorite movies. The cast is a constellation, composed of excellent actors and actress: Christian Bale is awesome in the role of the troubled and confused Bruce Wayne; Michael Caine, as Alfred, elegant, gentle and tough, is also perfect; Cillian Murphy, Liam Neeson, Tom Wilkinson, Hutger Hauer are very evil bad guys; Katie Holmes, Gary Oldman and Morgan Freeman complete this lovely cast. The special effects are very good, and the cinematography recalls ""Blade Runner"", with rainy and dark locations. The story explains the origins of Batman since his childhood in Gotham City. The soundtrack fits perfectly to the scenes. It is amazing to see that there are bad reviews of this movie, which is a very above average entertainment. My vote is nine."
Star Wars,"This movie makes no sense. The story jumps from McGuffin to McGuffin, things just happen randomly to keep the movie going and the plot has more holes than Swiss cheese. Finn, one of the main characters of the first sequel movie, is now basically an extra and it's sad to see him reduced to a delivery machine for bad jokes. Don't think so? Well, John Boyega does. This is basically a bad fan fiction with Jar Jar Abrams desperately trying to fix Rian Johnson's middle finger to the Star Wars fans, unfortunately he fails miserably. After mastering every single Jedi skill without ever hearing of it and beating an experienced user of the dark side with ease, Rey Sue can now heal and revive people with the force - maybe she should do the same to Disney's Star Wars. Avoid this movie if you are a Star Wars fan and enjoy good story telling in general. Watch it if you don't care about Star Wars but are easily entertained. If coherent plot, respectful handling of your favorite characters and logic aren't your thing you can definitely find joy in the excellent CGI, cinematography and mostly good acting. We've come to a point where computer animations are so stunning that they make people believe they were watching something good - just look at the massive success of the Transformers movies. At least they didn't turn Optimus Prime into a hermit that lost all his positive vibes and just wants the Decepticons to win while drinking green milk directly from some alien tiddys."
Harry Potter,"Children's fantasies reached high tide in the early '80's, but by 1985's ""The Goonies,"" the run was over.  The genre was exhausted.  Except for the technology, nothing is new.  "
Harry Potter,"I love the Harry Potter books because of their brilliant writing, exciting and funny moments, compelling characters and the way that I'm hooked as soon as I pick one up. They deserved to be such a phenomenon. The films? Not so much. This starts off the adaptations in OK style, and follows Harry Potter's attempts to stop the evil sorcerer who killed his parents getting a stone which will help him return to power."
Star Wars,This is the most poorly written movie I have ever seen in my life;
Batman,"After Batman and Robin, another Batman movie titled Batman Triumphant was scheduled to be released in 1999 and to be directed by Joel Schumacher with George Clooney, Chris O'Donnell and Alicia Silverstone set to reprise their roles, but was cancelled following the critical failure and box office disappointment of Batman and Robin and numerous of unsuccessful projects to resurrect Batman on screen, but all of that changed with the success of comic book movies like Daredevil, Spider-Man and X-Men, and Warner Bros. Pictures decided to reboot the Batman franchise with the 2005 film directed by Christopher Nolan and the first part of his epic DARK KNIGHT TRILOGY, Batman Begins."
Harry Potter,"It all started in 1990 when J.K.Rowling had the idea about a boy with glasses and black hair, it popped into his head during a train ride from Manchester to London. She has since gone on to work on her first novel, Harry Potter and the Philosopher's Stone, and on a plan that included the plots of each of the seven books she planned to release. In the years that followed Rowling had her daughter, divorced her first husband and moved to Portugal, always continuing to write the book. Finally, in 1996, the book was ready, and after eight publishers rejected the manuscript, Bloomsbury agreed to publish it the following year. After its publication, the Harry Potter series gained great popularity and commercial success worldwide and gave rise to films, video games, among others.
The great merit of J.K. Rowling that led the series to be so popular with young people is the construction of an intensely pleasant hero and puts his adventures on paper by mixing great dark adventures with light drama and pleasant comedy. It is this same essence and tone that director Chris Columbus employs in this first adventure of the wizard boy, and he does it very well. Usually fans of some work adapted to the cinemas always end up complaining about omitted facts. But this is not the case. Steve Kloves' script is incredibly faithful to Rowling's book. All the remarkable passages for the readers are present and finally manage to cease the curiosity of how everything would be.
Steve Kloves' script is the result of meticulous work and should have been nominated for several awards as the best script adapted to that year's Oscar. It keeps all the main passages in the book and many of the characters' speeches come straight from the pages of the book to the mouths of their interpreters.
Most of the changes mentioned are natural in adaptations from one medium to another, but what gives the clear feeling that the film is just a clipping of the book's events to the screens giving the feeling of being an episodic film is the plot involving Nicolau Flamel , of essential importance to the drama, and which is mentioned only in the final part of the film, somewhat out of obligation so that all passages of the climax were justified. On the other hand, it should be noted that this first film is about introducing the complex universe of the series to the public. For this reason, Columbus loses the necessary time to introduce the protagonist to the audience (his past history, who he is, how he lives) and the personality characteristics of dozens of other characters, in addition to having to mention several terms and an infinity of scenarios from the wizarding world that the audience gets to know along with Harry throughout the scenes. It is a film that pleases by its ability to be faithful to the book and to consolidate the fundamental bases for films released in the future. For this reason, we have to see Harry still at the Dursleys' house to get to know them better and to know what life was like for the young wizard with his uncles and to give us a sense of the powers that were then unknown to Harry, such as his ability to communicate with snakes. Only afterwards are we introduced to the gigantic and expansive settings at Hogwarts, and then meet the teachers and the various classes they teach. Then we watch Harry and his friends develop over a whole year at school until he can face his first big challenge at the end of the school year (even several of the final challenges use the knowledge they learn in class).
The unknown cast of children proved to be the right choice and that was fundamental, since the expectation of success of the film and the permission for the development of the following films was enormous. If a casting choice was wrong, we would have to live with it until the end of the saga. Emma Watson is the perfect Hermione Granger, the little witch daughter of parents who are not wizards and who is extremely studious and smart, and certainly the most intelligent for her age. Who knew that girl would be in the future one of the best actresses and one of the most beautiful of her generation. Rupert Grint also proved to be the best choice to be Ron Weasley. The young actor with natural red hair is one of those who best embodies the character and his clumsy, comical and friendly way. His facial expressions are also priceless. Daniel Radcliffe is the weakest in performance of the main trio, precisely the great protagonist. But even so, his work is very satisfying and only gets better throughout the series. The chemistry of this trio on the scene made them a reference and the success of the features made them three of the richest young people in the world. We also have other highlights like Harry Melling as Duda Dursley, Tom Felton as Draco Malfoy, Matthew Lewis as the clumsy and priceless Neville Longbottom."
Harry Potter,"My sister, bless her heart, used to work in a bookstore, and brought the novel this turkey is based upon home one day. After everyone else in my family had read it, I decided to give it a go because I had little better to do at the time. I wound up throwing the book across the room in around thirty pages, feeling that not only had my intelligence been insulted, so too had the already-persecuted-enough faiths of Wicca and its pagan relatives."
Star Wars,"I can tell you this, when Disney acquired LucasFilms I remember seeing an interview where Kathleen Kennedy said that our beloved characters will live on... well that was a BIG lie. They ruined the whole Skywalker arc and if the best thing they can come up with is Rey being Palpatine's granddaughter, having Kylo die saving her and not just that but Rey taking the Skywalker name makes no sense.. men what a shame, I know a lot of fans like me had high hopes for these movies but the truth is they are just cash grabs, no good story and character driven movies like the originals.. damn"
Harry Potter,"I've never watched any of the Harry Potter films start to finish until now. I've just never really been interested enough to do so. Having seen the film, nothing has changed. I've seen worse films but I've also seen better and am not looking forward to future films."
Harry Potter,"There's no need for a synopsis as I think most people know about Harry Potter now but I should point out I haven't read the books. Philosopers Stone is an origin story of sorts and crucial to the Harry Potter franchise as it provides the entire backstory for further movies. The actual plot in this particular movie I found a bit tame but the acting was great and the characters were just as fun as I remembered. The movie is filled with wonderful creatures and the world itself is honestly captivating. The CGI at the time was probably pretty impressive but on my recent viewing, it's really noticable how fake certain things look with the troll in particular aging the worst."
Harry Potter,"It was a good film with a good plot but by any means wasn't bad. The special effects weren't bad but ok, but this did come out in 2001. The story line wasn't as strong as I would have liked to have seen it but what I do know is the main actors in the first two films weren't great."
Harry Potter,"""Harry Potter and the Sorcerer's Stone"" is as magical a film as a fantasy bedtime story or any fantasy that can pop up in any child's head.I have never read any of the books,so I will not compare those books to this film.The film is very imaginative and the visual effects and art direction are wonderful.This is only a short review and I am hoping to post a longer review.All I can say is that this film was alot of fun to watch."
Batman,"After the catastrophic Batman and Robin, it was able to revive the Batman movie franchise."
Harry Potter,"This is not a film, it is a trap door to a life, we all wanted to live in when we were kids. It's been years since I had watched the first chapter of JK Rowling wizarding world, I wanted to review with utmost passion and dedication but my thoughts, feelings never inked on the words.
Seems like, I was missing that feather pen to wrote it down."
Harry Potter,"I don't read Harry Potter and never intend to. I wasn't even going to see the movie but my conniving and manipulative friend tricked me into seeing it (long story; you wouldn't want to hear it). Needless to say, I did not like the movie, although my 11-year-old brother loved it to death."
Batman,One of my favourite Batman's ever. Played by that funny little welsh bloke
Harry Potter,Now the reason I make that statement is because you have to be a fan of Harry Potter to have enjoy this movie or you have to be a fan of wizard movies to better enjoy.
Harry Potter,Harry poter and his first adventures in Poudlard. This movie is so great and can please adult and young adolescent. The whole philosophy behind it (love win against power) was so powerful and it clearly feel that the movie and the book is very different than other. I recommend it for sure.
Harry Potter,"There's nothing like the first in a series, is there? The introduction to the characters, the immersion into the fictional world, the first time you laugh, cry, care, and fear for someone's safety can never be repeated. No matter how many Harry Potter movies they crank out, or if they ever remake them in the future, none will come close to the wonderful first film, Harry Potter and the Sorcerer's Stone."
Batman,"Wow, can you say ""boring"" any louder? I am a Batman fan, but this movie was just ridiculously boring. i mean seriously, it actually starts out with a little boy stealing a small rock from a little girl, and then he falls down a hole. talk about your exciting film openings. ah well, anyways, years later, he is Bruce Wayne, the only white man in an English-language Chinese prison. Bruce is pretty rich back in America, but he had himself sent to a Chinese prison so that he could train himself to beat people up, because he's peaved about his parents getting shot by a lame mugger. Okay. Then, he meets a guy with some sort of unpronounceable name, and this guy wants Bruce to join his group of evil ninjas. So, Bruce is like, ""Evil ninjas? Where do I sign up?"" Of course, when the evil ninja training is finished (wich totally sucked) and they want him to kill somebody, Bruce freaks out and burns down the whole place, probably killing quite a few people, very not Batman like since he vowed not to ""kill"" anyone(though Michael Keaton's wasn't a complete wimp like bale is here). Okay. Then, he goes home to rejoin the business world and fight crime. Luckily, he meets a guy at his father's company, and this guy makes superhero equipment for a living. Talk about your happy coincidences."
Batman,"While I enjoy Tim Burton ""Batman"" immensely, I cannot stand this one. What are the problems with ""Batman Begins""? Well, I can name at least three ones. But what three!"
Batman,"You know the story, you know the outcome, but nothing is lacking here. Thank God, even Rutger Hauer underplays his part - how good is that? The cast is perfection (yes Katie Who? does a fine job) and I won't mind looking forward to the sequel, the remake of the sequel, whatever they will call it. Bring the Joker on. Makes a real case for the fact that the right cast means absolutely everything. This is entertainment and comic book characterization come to life. Christian Bale's Batman makes Ben Affleck's tortured Daredevil character look absolutely ridiculous (sorry, maybe that is really not giving Christian enough praise - he deserves all he gets). Since we are in for a few more years of comic books as movies dominating the scene, I vote for more like this - made for adults, not children, with superb casting, and Hans Zimmer (with the help of Lisa Gerrard, maybe Moby, and the like) scoring the music. I felt that in no way was I cheated here - unlike so many other movies that I see where the corners that are cut are bleeding so profusely that you can't help but notice. See this on the big screen. Worth every moment."
Star Wars,"I made it through the movie fine, but on the way out of the theater, I couldn't shake the deep feeling of being hunted. In the hallway, I turned around to see JJ Abrams skittering up a wall and clawing his way towards me on the ceiling. His neck stretched 10 feet until his head was right next to mine. ""Did you liiiiike it?"" he rasped. ""Not really,"" I said. His mouth opened up five sizes too big, a great gaping black hole that began inhaling bits of popcorn and detritus off the floor, at one point almost consuming a passing toddler. ""Just make it out of here,"" I kept telling myself. ""Just make it outside and get to your car."""
Harry Potter,"And I liked it to(and I'm no child). Harry Potter is such a sweet movie and watching it as an adult, I got that feeling like I have when I've riden ""it's a small world"" at disneyworld. What a lovely piece of escape from the world!"
Batman,"While I wasn't totally blown away by Nolan and Bale's interpretation of how ""it all began"", I think it has its moments. Despite a busy plot where the League of Shadows adopt a broken Bruce Wayne, needing guidance and a path to a better him, train him in martial arts and how to engage, out- think, and outwit the enemy, and attempt to invest their philosophy on annihilating injustice (through whatever means necessary) among other things (dealing with Rutger Hauer's managing of his company, working in weapons which might not have been Pops Wayne's desired property in the business; trying to recover his shaky relationship with Holmes' assistant DA; building his crime-fighting lair, costume, weapons behind the symbol of the bat, what he fears the most due to being trapped in a well as a child; contending with a mind altering drug being used by Cilian Murphy's crazed attorney (he's the scarecrow villain); trying to recuperate from the loss of his parents and the nature of having to live up to his father's honored reputation; learning how to be the kind of crimefighter his father would be proud of...), I think there are distinctive personalities that work. Michael Caine as Alfred (never giving up on Bruce), the butler who has kept his affairs in order, Hauer as the company's chief operating executive in the company (with an obvious interest in attaining power in the company), Morgan Freeman as an old company employee in charge of a section of the company that dealt in ""abandoned weapons designs"" (Bruce's go-to guy for kevlar, the elaborately designed batmobile, among other things), and Murphy (the devious, cold- bloodedness is brought out well; that and he plays a prick, douchebag authentically) all bring it even if Katie Holmes (a target of undeserved vitriol) doesn't quite achieve what the part really needed, and Bale, while brooding and providing enough angst and inner anguish, speaks in that dark tone that has been quite the victim of mockery. Liam Neeson, as Bruce's mentor and adversary, is a bit stone-faced and delivers his lines as a man rooted in his philosophy to the point that when he talks about genocide to an entire city it feels like little more than crushing out ants. The action scenes are sparse, but not altogether satisfying to me. They don't have the pizazz I was accustomed to with Burton. The police chasing Batman in the batmobile, and the effects of the toxin on people, to me, are the film's best moments. Gary Oldman plays it straight in a part that he's seldom seen in...a straight-arrow cop totally in favor of justice. He plays the character with valor all the way. This isn't Romeo is Bleeding Oldman, for sure. Tom Wilkinson even shows up as a gangster running the criminal underground, victim of Murphy's toxin when he threatens to expose the plan to poison the city's water supply. A ton of faces, a lot of subplots eventually converging, and Bruce's developing into Batman: there's no way around a lengthy movie. Holmes, if anything, suffers from not having the right chemistry with Bale, but it works both ways. She just lacks this passion and energy the part kind of needs."
Harry Potter,"I was very impressed by Harry Potter and the Sorcerer's Stone. I had read the book a year prior to the film release and was very impressed by how close the film was to the book, only skipping a few things for time. The things the movie skipped on wasn't enough to make the film unworthy to watch."
Harry Potter,Harry Potter and The Philosopher's Stone was the beginning of cinematic history. At the time of it's release it became the second highest grossing film of all time. It spawned a series of films that have absolutely only gotten better. It launched the career of it's three youngsters who seemed to have been absolutely built for these roles. It brought to the screen an epic fantasy adventure with kids in mind but without holding back a single thing like no other film had ever done. Philosopher's Stone is so important because it gives us the background and beginnings of the famous boy wizard. The film introduces us to characters and locations that fans of the book would be shown like never before. This film captured the book probably better than any other book to film transition in history.
Batman,"Batman Begins is about how Bruce Wayne becomes Batman? and where he got all of his gadget?,who created the gadgets?,Who trains Bruce Wayne to fight?. And all the questions been answers through this film,this been show the dark side of Bruce Wayne that full of anger,revenges and a spoil rich kid.Bruce Wayne lost it way and don't believe in anything all on his mind is to seek a revenge to a man who killed his parents.There a part of him(Bruce Wayne) felt a bit guilty,so he runaway from himself then he met a man named Ducard(liam Nesson)."
Star Wars,"It made tons of money yes,, but for me I wished there was only the original trilogy started in 1977 and it all ended with Empire Strikes Back.. the following 6 films afterwards were completes messes... Everyone gets excited about the trailers then gets let down as there was NOTHING new, just rehashing the original concept over and over and over again.. They had no idea how to handle Hans, Luke and Leah coming back other then to kill off and/or minimize them.. It was a slap in the face to the original movie goers in the 1970's who helped launch the series.. thanks for making our heroes ""ghosts""..."
Star Wars,"Absolute trash from Jar Jar Abrams, once again. The guy is a fraud and I love that people are starting to notice."
