Movie,Review
Harry Potter,"I know I'm probably the only one that didn't care for this film, but I thought it was plain boring. The adaptation of the book is just OK and the acting is average. Frankly it's a pity to see all the great English actors in this film totally wasted and relegated to play second fiddle. The effects are very well done, but it's such a conventional treatment of the books that I kept checking my watch a few times to see when was it going to be over. It's very curious that hardly any of the young people in the audience didn't laugh at all. This Harry Potter is very heavy handed and it should have emphasized the fun and could have used a few lighter moments."
Harry Potter,"If you watch ""Sorcerer's Stone"" without reading the book first, there are certain narrative points that you will miss or not quite be as clear on (as usual). However, watching the movie closely following the reading experience will actually expand upon the Potter myth (I gave the first book four stars) due to this film's ability to lay the groundwork of the series in such stunning visuals and characters."
Harry Potter,"With billions upon billions of pounds in revenue generated from book sales, film adaptations and all other mediums, and with the hysteria surrounding the series now all but gone, it seemed the perfect time to re-visit the Harry Potter film franchise. I'll state outright that I'm a fan of the books: they are hardly ground-breaking pieces of literature, but they are a meticulously crafted and widely imaginative set of novels, maturing with it's progression and with the age of it's characters and readers. The movie adaptations were consistently average, fiercely loyal to J.K. Rowling's prose but always somewhat lacking in substance."
Harry Potter,"My sister, bless her heart, used to work in a bookstore, and brought the novel this turkey is based upon home one day. After everyone else in my family had read it, I decided to give it a go because I had little better to do at the time. I wound up throwing the book across the room in around thirty pages, feeling that not only had my intelligence been insulted, so too had the already-persecuted-enough faiths of Wicca and its pagan relatives."
Harry Potter,"Literally anyone could write this story. Nothing is original, the effects are mostly bad, the acting is bad, the direction is bad and the music score was written by John Williams 25 years ago (if you get my meaning)."
Harry Potter,"In the first outing for Harry Potter, he learns of his descent from a magical background and enrols at the school of witchcraft and wizardry 'Hogwarts'"
Harry Potter,"My sister and I, back when I was ten, wouldn't even go near anything Harry Potter-related, despite its immense popularity at the time; we'd call Harry Potter ""Hairy Pothead"" and laugh at the nerdy glasses he wore on the book and DVD covers. Anyway, recently we decided it was time to see what made Harry Potter fans so raving mad over a little boy with superpowers and a geeky school uniform, and it was a nerdy children's movie but not nearly as bad as we thought! The main character, Harry, is a seemingly average boy living in the U.K. with his aunt, uncle, and spoiled overweight cousin, Dudley (great name choice). When Harry begins discovering strange powers in himself, his aunt and uncle do everything in THEIR power to keep the truth a secret from him, but when Harry finds out he's a wizard and is given an invite to a secluded boarding school for wizards and witches, he eagerly accepts, wanting to be with kids like himself. From there he picks up two misfit friends, meets a snotty rival with way too much gel in his bleached hair, and meets a variety of teachers, including a perverse, hawk-like old guy with emo hair and a hooked nose."
Harry Potter,"Cut about an hour out of the middle of HARRY POTTER and you'll have a pretty decent little movie.  As is, it's a bloated mess.  There's no heart to this, no characterizations.  It's just a product reel for all the special effects companies that worked on it."
Harry Potter,"Harry Potter and the Sorcerer's Stone is not a perfect film, but it is a magical film. The franchise has been a large part of my life for most of my life. With the first book coming out when I was three years old and the first movie when I was seven, there is a special place in my heart for the Wizarding World of Harry Potter."
Harry Potter,"'Harry Potter and the Sorcerer's Stone' is one of the most entertaining films I know. You can look at it and not worry about anything because you know it will all be alright. Very true to the book it reaches the same level. Daniel Radcliffe is the perfect Harry Potter, Emma Watson a great Hermione and Rupert Grint a very funny Ron Weasly. With the famous story, a great direction from 'Home Alone'-director Chris Columbus, a perfect casting and some nice special effects this is the way a movie like this has to be. Be entertained by the world of the wizards."
Harry Potter,"I love the Harry Potter books because of their brilliant writing, exciting and funny moments, compelling characters and the way that I'm hooked as soon as I pick one up. They deserved to be such a phenomenon. The films? Not so much. This starts off the adaptations in OK style, and follows Harry Potter's attempts to stop the evil sorcerer who killed his parents getting a stone which will help him return to power."
Harry Potter,"I have seen this movie numerous times on TV, but I was never able to watch it in it's entirety some reason until today where I managed to watch it all and it did not disappoint. The story is just really intriguing right from the start where you introduced to the character Harry Potter who is just very likeable which makes you root for him against his so called family. The world of Hogwarts is amazing and makes you want to wish it was a real place. The story is easy to follow and it's not predictable which I liked as there are a few twists which just make the movie even more thrilling. I have seen bits of the other movies on TV as well and I hope they are as good if not better as this."
Harry Potter,This was such a brilliantly done film. Well Harry Potter is a brilliantly done franchise in general. But the Sorcerers Stone (or Philosophers Stone) is a well done beginning for this franchise. The character development in this franchise is absolutely fantastic. You get instantly attached to the main and side characters instantly. All the actors did a great job and gave funny and fun performances. The overall feel of this movie is so magical and has such a fun feel. I have never seen a movie World get you so attached more quickly then Harry Potter. Overall this film was awesome and I highly recommend it.
Harry Potter,Why all the glowing comments?  This is one lame movie.  Haven't we seen these types of special effects enough already?  The acting was lame.  The story was lame.  The pace was slow.  The scenes overly long and trite.  I was bored out of my mind.  
Harry Potter,"I've read every harry Potter book available and was fascinated with them. The world and characters J.K. Rowling created are marvelous, these are going to be fantasy classics in books. What about the movies?"
Harry Potter,Spoilers herein.
Harry Potter,"I think I may sound like a stooge if I say this, but it is now that I have finally watched this movie. Throughout my life - school days, college, internet; I often used to see people going non-stop about Harry Potter (I think they are called Potterheads). Harry Potter this, Harry Potter that. So finally yesterday I decided to give it a try and oh my god, it's amazing! Why didn't I see it back when I had the chance to?"
Harry Potter,"About halfway through Harry Potter 1, I considered walking out.  It's not that it was godawful, but having read the book, I knew how it all worked out-- and I had no confidence left that there would be anything the least bit interesting about how Rowling's story would be illustrated."
Harry Potter,Initially I was against this series because the kids leave such huge messes at the cinema where I work. Then I decided to rent the first movie and give it a look to see what it is the kids love about it so much. Then it hit me: it's the story of a no talent underdog who overcomes great obstacles with a little help from his friends. And who doesn't like that?
Harry Potter,"What else can I say about the world of Harry Potter that hasn't been said already? After the first book came out, everyone was going crazy for Harry Potter. But then Potterheads minds were blown when in 2001, Harry Potter and the Sorcerer's Stone was released. The film was directed by Chris Columbus and stars Daniel Radcliffe, Rupert Grint, Emma Watson, John Cleese, Robbie Coltrane, Warwick Davis, Richard Griffiths, Richard Harris, Ian Hart, John Hurt, Alan Rickman, Fiona Shaw, Maggie Smith, and Julie Walters. The film was a huge success financially and critically and luckily won fans of the books over and continued with seven more films plus three spinoff films."
Harry Potter,Columbus did a fantastic job directing the two Potter movies for use fans since 2001 2002 and producing Potter and the prisoner of Azkaban. But I will always appreciate Chris Columbus directing on Harry Potter and Percy Jackson . I hope he does another Harry Potter movie or Percy Jackson movie cause he has a better imagination like Peter Jackson.
Harry Potter,"How sad it is to begin the reader's comments with a whining, complaining, drone against everything about this movie. Why not pick a balanced view. Good grief! Did someone poison your dog? It made it sound like this doesn't compare favorably with ""Hamburger: The Movie."" I am a over fifty years old and thought I would be pretty lukewarm to a ""kids"" movie. I have been listening for a year to kids raving about the Harry Potter books. Their eyes light up--they are enthused about a ""book."" When I went to see it, I had just read the book the night before because I like to see how they translate. The script was delightful. The characters were charming. The acting in this movie is wonderful--were you expecting Bergman? The pacing is delightful. The sets are eerie and forbidding. I thought that the wonderment of the characters was there in full force. Who did you have in mind to play Harry? Are there any actors that you approve of? Perhaps Kevin Spacy should have played Harry. How about the blond girl from American Beauty as Hermione. Johnny Depp as Ron Weasley. Oh yeah--as I recall, Stephen Spielberg has made a couple of pretty decent movies."
Harry Potter,"I don`t rate JK Rowling as a writer so when the hype machine stated that HARRY POTTER AND THE PHILOSOPHER`S STONE ( As it`s called in Britain ) was going to be faithful to the book I thought this was a film that wasn`t worth seeing but I decided to give it a chance , after all I hadn`t expected much from THE FELLOWSHIP OF THE RING but I ended up falling in love with Peter Jackson`s beautiful masterpiece . But after watching THE PHILOSOPHER`S STONE my instincts had been proved right and in many ways the film had lived down to expectations ."
Harry Potter,"""Harry Potter and the Sorcerer's Stone"" is as magical a film as a fantasy bedtime story or any fantasy that can pop up in any child's head.I have never read any of the books,so I will not compare those books to this film.The film is very imaginative and the visual effects and art direction are wonderful.This is only a short review and I am hoping to post a longer review.All I can say is that this film was alot of fun to watch."
Harry Potter,"You know what?  I'm getting sick of reading comments by people who are tearing this movie apart, saying it twists mythology, it is unimaginative, it is done simply for cold cash, etc..  Well, a lot of these people are the same ones who will go see the same action movie over and over again, despite the lack of plot and talent.  Hollywood just does not make good family movies anymore that are not animated, and I think that is very well done. The child actors are wonderful and have great timing for actors of their age.  Just enjoy it!"
Harry Potter,"If you don't know your Potter (like me), than you might have a problem with the titles. With other series, it's easier to distinguish, which one is part 1, 2, 3 etc. etc. Even the Naked Gun series which has Parts 2 and half and 33 and a third, you still know the order (not of the Phoenix obviously!) ;o) "
Harry Potter,"Harry Potter and the Sorcerer's Stone, based on the novel it seems every kid has read (to my surprise considering that I hated reading most books as a kid, especially ones that looked longer than 200 pages and had little or no pictures but then I'm not a kid anymore) is now a movie and while it is certainly overrated and sometimes stupid, it gives some decent moments of entertainment.  It is another film that will depend on the viewer on how much he/she can take with near non-stop adventure and (impressive) visual effects.  It's a wonder the film made 93 million in one weekend (isn't that a sign of biblical armageddon though), but since the film is directed a lot more at kids it's not a total surprise since the movie gets a big reccomendation in the family film department.  But teens and adults might not want to walk in the theater prepared to see the greatest film since Wizard of Oz like the kids are.  "
Harry Potter,"There were many plot changes to accommodate the adaptation of this literary work to film. But what bothered me more were the obvious comparisons to the 1986 TV movie ""The Worst Witch,"" in which many of the main characters of this work seem to have appeared. "
Harry Potter,"Harry Potter seems to highlight what today's society is missing; the age of magical innocence, the pure abandonment of that essence of childhood. In this day and age of computer games and quick fix takeaway electronic happiness and incessant CGI violence, it's brilliant to see the world excited by story telling and the simple things. It reminds me of years ago as a child reading volumes of Roald Dahl's compositions and hanging out to read the next chapter of 'Danny the Champion of the World'. Harry Potter has engaged the world back into that innocence, even if it is for a two hour movie."
Harry Potter,"When the movie first came out, I was hesitant about seeing it because I was so enamored of the J.K. Rowling book. Therefore, I avoided it at the theater. When I finally bought the DVD I was sorry I hadn't seen it at the theater as I found that the movie was a truly worthy adaptation of the book. "
Harry Potter,"Lacking any real magic, Harry Potter was a lifeless film, composed of a plotless story and forgettable performances. While watching the Neverending Story last night, a true children's classic, it really hit me how wonderful a movie Harry Potter could have been if only they'd been willing to deviate from the book for a second."
Harry Potter,"I have been re-viewing the Potter films in order, building up to the last two installments, which I have yet to see. Watching them in order allows me to judge which were, in my humble opinion, are better than others."
Harry Potter,HARRY POTTER & THE SORCERER'S STONE 
Harry Potter,"This Harry Potter movie is my childhood, but also my favorite one, like the heroine so cute"
Harry Potter,"Hurrendous! Daniel Radcliffe absolutely destroys this film. He has no experience and he loves and enjoys himself far too much for anyone else to enjoy the film. The facial expressions, the looks and the lack of acting capability was so tragic it wasn't funny! Emma Watson and Rupert Grint gave decent performances. And Maggie SMith ruled supreme. A few good moments but the lead star dragged the film down so much it was unbearably bad! Sorry a 3. Plot was pathetic and Daniel wrecked it!"
Star Wars,"Three movies in to the final part of what is being called the Skywalker Saga and I have to confess: worse than not knowing anything about these new characters -- Poe Dameron, Finn and Rey -- I honestly don't care about them. They're ciphers that we only know the barest of things about. Why does Finn have such an affinity for his friends? Why should we care a lick about Poe when he's proven to be too headstrong and willing to leave people behind, yet has nothing redeeming to make up for it? And Rey has every single skill of the Jedi near-instantly, almost a way too perfect character to be true."
Star Wars,"A hot mess of a movie, with terrible writing, dim acting and clunky direction."
Star Wars,"This movie introduced an absurd amount of inconsistencies, to the point where either they purposely reversed the whole point of the first 6 films to slap Lucas and his fans in the face, or they never watched any of the previous films at all. First I'll talk about what I liked."
Star Wars,"The good:
Cinematography
Music"
Star Wars,"A tragic culmination of the flaws of the previous 2 films. Whether due to his own lack of imagination, studio meddling, or the previous abomination that Rian Johnson directed, JJ Abrams has wholly and utterly failed to deliver a satisfying end to this abysmal trilogy."
Star Wars,"They are so used to making films for four-year olds that they thought the force is magic. There are magical and inexplicable wizardry happening all the time. Who knew 'Jedi' can heal the drying and mortally wounded? All those Jedi didn't need to die in episodes I-III! If only Yoda had known!!
It is not just that nurse Rey is so magical. People fly, people transport items across the galaxy, people come back from the dead and intervene/assist/interfere and the list continues."
Star Wars,"As someone who has loved star wars ever since I was 6 , this is genuinely disappointing. This whole trilogy is an insult to George Lucas."
Star Wars,"I LOVE Star Wars films and couldn't see this film fast enough. All I can say is what was that all about? It was quite boring. Did anyone even edit this film? Rey's character was not likable. The only person tolerable was Chewie. Leia died of shame. Nothing happened anyone cared about. The dialogue was not clever. The film never went anywhere at all. It was just endless scenes of magical occurrences. People galloping on horses (read that again). Magic over kill. By the time the ending happened I didn't care anymore. I wanted to LOVE this movie, but I haven't been this bored in a long long time. I wish i felt differently."
Star Wars,... which is that there was no overarching story to this trilogy planned.
Star Wars,"When did Star Wars become Micheal Bay's Transformers? I know it's pretty much impossible to consistently follow-up the train wreck of The Last Jedi, but is this really the best they could come up with?"
Star Wars,Star Wars: Episode IX - The Rise of Skywalker is a soulless film and a commemoration piece.
Star Wars,"Letting JJ whatever his name is and Rian Johnson write the sequel trilogy is a complete disservice to fans these 3 movies are the worst in Star Wars history. Thank god for The Mandalorian, Rogue One, Star Wars: The Clone Wars and Solo wasn't bad."
Star Wars,"This movie was just straight-up painful to watch, with so many stupid scenes. The constant bathos and unearned character moments made me sick. It feels so on the nose the entire running time, and the plot is just completely absurd. This just felt like a bad joke."
Star Wars,So it motivated me to finally register and add my own reviews.
Star Wars,"Saw 'The Rise of Skywalker' just before Christmas with my sister, but it took me a while to gather my thoughts on it. Being not sure what rating to give it or how to express my opinion on the film. Will admit that when seeing it in the cinema, to me it was enjoyable but had a lot of faults. Since watching 'The Rise of Skywalker' then though, the more it has been thought about the more it has gone down in my estimations. My reservations felt back then still remain the same, as well as what struck me was good, while thinking of more since."
Star Wars,"I recently saw a review on YouTube that made me think about this last Disney trilogy and I almost came to accept that maybe I was wrong and the story arc for Luke and Leia made sense. But then I realize that these movies had very little to do with any of the original movies characters and I digress. How Disney has turned this into a cash cow is shameless, greedy and inmoral. From the very beginning I expected a more dramatic movie, these characters have been with us for forty years! I don't understand why Mark Hamil was ignored when writing the script to these movies, nor why did these movies need a new story when there are decades of comics and books with lore and great stories? Disney had a once in a lifetime opportunity to conclude what George Lucas started almost half a century later, and they decided to turn this over to people who never read the source material nor cared about lore. During all these years Mark H never stopped being Luke and Carrie was Leia, they never took on roles that they were known for more. It saddens me that we will never have a memory of all our beloved original characters together for at least one scene at the end of this all."
Star Wars,"It has been quite some time since I got excited about this franchise; I guess the TV shows maybe are doing more at the minute, but for the films there is little to get excited about within them, and probably far too many of them being made for all the 'proper' fan to make it a date. Rise of Skywalker had been largely panned by viewers and critics, but I decided it was a good Friday night sort of film - one that doesn't take too much effort to watch. I was correct because this film really doesn't have much of a plot to care about, and seems to have been patched together without a lot of thought to the whole."
Star Wars,"In a galaxy far, far away ... so begins a couple of hours of a really poor portrayal of middle school level science or actually a good portrayal of failing m. s. science. For however far into the future we humans, if we're still here, will be exploring it might be to nearby stars w/robotics let alone the 100 billion of stars in our galaxy & further let alone some other galaxy. And, we won't be dressed, talking, behaving like early 20th century Americans. This film has the same predictable special effects CGI we've been seeing for decades. Same old Earth life comically modified into alien life. Dialogue really dumbed down and made even more incongruous given the technical level of each character."
Star Wars,"What is the Disney Star Wars trilogy about? If you can summarize it in one sentence what will it be? You might say is the story of a scavenger girl searching for her origin. But was Ray really searching for her origins in TFA? Most likely her origins were encountered by luck; then denied in TLJ; then forced back again in TROS. So no, the trilogy wasn't about her origins. You might say it was about the journey of becoming a Jedi. But that would be also incorrect since the main character is a Jedi since day one without any particular training. Finally, you might say it's the sequel for the Skywalker family saga. But that also would be incorrect since in TLJ it is very clear stated that family and origins are not important and Ray is nobody. Anybody can be a Jedi. That fact is very well illustrated in the final scene of that movie where a kid without training is using the force with a broom. It's about friendship? The characters barely get to know each other. It's about the constant fight between good and evil inside our souls? The main character is flawless, saviour like, no real threat is summon upon her. So, what the hell are these movies about? My friends, you will find more character development in any Latin soup opera than in these movies. Sad ending for such a franchise."
Star Wars,"This new Star Wars trilogy is a tragedy, and the plot makes no sense in TROS, it just wasn't built up at all from the previous movies and is completely disconnected. And this new trilogy (specially TLJ and TROS) totally nullify everything story wise before it. To put it short Space Balls had more respect for Star Wars than Disney, and JJ makes Michael Bay look like Steven Spielberg. So as a long time Star Wars fan i will just pretend the new trilogy never existed and stick with the first 1-6 movies and Rouge One."
Star Wars,"The Jedi who were massacared at the Academy. The Jedi whom the emperor slayed. The Jedi who died in battle or were shot down in the arena. They all did not need to die. After all, doctor Rey here (Bad Robot University Alum. 2015) could have waved her hand, focused, grimaced for 2 second and voila all is good.
And no stupid Jedi training needed either. Take that Yoda. Take that Kenobi. Heck take that The Force, Jedi, et cetra."
Star Wars,"I had a thought watching this, ""How did Disney allow this clusterfk to happen?""
But then it all made sense (or cents). It's the Disney approach to commodifying our childhood stories and fantasies and turning it into a production line, churning out identical, packaged goods all in one colour. (In other words, the same crap over and over again)."
Star Wars,"I went to see this new Star Wars movie tonight--a few weeks after it opened to tepid reviews. Well, after seeing it I can understand some of the lack of enthusiasm for ""The Rise of Skywalker"", as it suffers from a HUGE problem...I felt pretty much indifferent to it. I would have preferred it if the movie has really sucked...then I would have had fun laughing at it."
Star Wars,"As soon as it was revealed that Rey is the granddaughter of Palpatine, and that Palpatine somehow still lives(!!???), I was officially done with this trilogy."
Star Wars,"Absolutely a disgrace to writing and cinematography. Breaks established lore, pacing is horrendous, several things are just left in the movie and never followed up upon, and you do not have time to connect with any characters. It is so terrible that it is not even fun to make fun of it, it just makes you sad."
Star Wars,"To start this off I want to clarify that I don't hold any of the Marvel movies in an extremely high regard but they are at least coherent and also produced in the same house or umbrella of Walt Disney Studios Motion Pictures. Disney has been successfully replicating and recycling their formula and intellectual properties for maximum market appeal and audience comfort.
Yet somehow, after setting off to a promising start, Disney Star Wars continuously managed to fall flat on it's face. And I believe this happen for a very simple reason.
Terrible writing.
Disney Star Wars has yet to hire an incompetent director but when it comes to the planing and writing they are leagues behind Disney Marvel. (Isn't this just the worst sentence ever?)
What bugs me the most is that basically every department but production did an outstanding job. Yes, even the writers.
I'm specifically referring to whatever creative genius though it would be a great idea to combine six different scripts into one nonsense show of epic proportions. They actually utter the words: ""Somehow Palpatine returned.""
That's the sound of the screenwriter giving up.
As inexplicably as he comes back though, he dies, again, equally inexplicably.
And if you think you have an answer for how or why events took place the way they did without saying ""The Force done did it."" I'll become your very own personal slave.
This movie doesn't have plot-holes it has plot-craters.
I'm sure all this made sense at some point until they microwaved it, froze it, microwaved it again, toasted it and garnished it with weapons grade uranium.
That's what people like right?
I'm not saying you actually couldn't enjoy yourself, after all maybe you really don't care about anything making any sense at all. Maybe you're just here for the spectacle.
In that way you could almost call this movie fine, if pretty bloated.
But I'm not trying to spoil your fun. I'm just one of those annoying snobs that holds the art-form of film-making in high regard.
Anyways, worst Star Wars film with the obvious exception being the Holiday Special.
Let's just keep talking though.. since I have barely touched on the Disney Marvel comparison yet, let's give that a go.
Marvel has characters with character. Not all of them, for sure, and mostly it's pretty shallow, but it's absolutely there. Disney Star Wars doesn't have that. They have place holders. People who eventually will do something once the writers figure out who they are. With Fin probably being the least consistent. So essentially we get the copies of the old cast in feel and look and the literal old cast on top. Nobody is allowed any agency or character traits that weren't previously popular unless they are contemporarily popular.
Which serves a single function: Making the moneys.
Marvel is making quite a lot more money though, which brings me back to the
How?-Factor. How could they mess up so bad?
Aren't there already a mass of popular Star Wars books and comics and what not. Is it really important to the Star Wars experience to see the old cast again?
Actually no.. Even though the George Lucas Star Wars prequels are dreadful, they went with a completely different story approach and still made a ton of cash especially in the merchandise department. What this shows is that there is no need to weasel people in with the sweet taste of nostalgia. Returning to the Star Wars universe is enough as long as you're actually telling an interesting cohesive story. The Last Jedi had the most meat on it's bone but I want to believe after getting upset with the producers, Ryan Johnson just wrote a bunch of twists and turns specifically designed to render his own movie and the Star Wars - Recycling Project as a whole null and void. Seriously the last 20 minutes of that movie basically make fun of the previous two hours. If this actually was a giant troll-move it makes perfect sense.
The rest of Disney Star Wars is not even worth mentioning as all other entries are painfully mediocre. Just 90 - 120 minutes of nothing much.
Most notably the Rise of Skywalker has solidified this latest trilogy as subjectively worse than the prequels. Those may be technically inferior in almost every aspect but they had a far more reaching and superior cultural impact.
Finally, the Rise of Skywalker almost classifies as a ""So bad it's good""-Movie if it wasn't far all the wasted potential on display."
Star Wars,"This and the entire sequel trilogy is nothing more than a billion dollar corporate money grab. It has just as much claim to being serious as the Star Wars Holiday Special does. Heck, the Holiday Special had all the original actors!
These people? So bad they are not even aware of their own ignorance."
Star Wars,When I saw the very first Star Wars movie at the Theatre decades ago I got pretty much everyone I knew and his dog to go and watch it.
Star Wars,"I heard this movie was bad but I had no idea it was going to be this bad; it was probably even worse than the Last Jedi and that's says all you need to know. Of course, it isn't all JJ Abram's fault for several reasons:"
Star Wars,"TROS combines the obvious, simplistic conclusion to an arc that Return of the Jedi had with rushed and emotionless attempts at character development. I think when evaluating the sequel trilogy, the issue of a lack of a consistent narrative across the trilogy hurts all three films in the larger story, so I mostly consider each film on its own merits. Each of them and the trilogy would have been much better off with a single writer and vision of the direction the trilogy should go, but since we didn't have that, each movie should just be judged on its own merits. On those grounds, The Rise of Skywalker fails to convince the audience of its character arcs or generate any investment in the inevitable outcome. Rey is severely underwritten, as we don't know to what extent she's really tempted by the Sith or her reasons for and against; all we get is fear of a vision and her family backstory. Kylo had a crucial arc in the previous film which was promptly thrown out the window here in favor of literally the same arc, just done worse. Once again he is told by a higher power to kill Rey, and while he initially tries to turn her, he eventually sides with her. We get a bizarre scene with Han where Kylo is sad and apparently coming around, but it rings hollow because we've seen it before and none of the reasons behind the turn this time are shown. Plenty of plot points don't make sense (how does Palpatine return? lazy writing anyways; how does Rey using a second light saber give her the upper hand? Why doesn't she have all the Sith rush into her as she was assured would happen moments before?), but even beyond that, no emotional beats in the film hit because it's all so contrived. This film feels most on the side of personal rather than true galactic stakes, as we only see effects on others when all the ships come in at the end, and those personal stakes never feel real because of the inevitability of the ending. The Rey/Kylo romance felt really strange, death is toyed with repeatedly for no reason (Chewbacca, Palpatine, Rey, and that girl Poe is into are all examples of this), and Rey going to Tattooine and calling herself Skywalker was the perfect nonsensical bow on top of the absurd film. I think some of the directions they try to take the movie are reasonable, but are poor choices given the decision to retcon the previous film and how little time they have to build different character arcs. Rather than build on VIII or set more realistic character goals for this one, they went all in and made a film that's hollow from start to finish. While it's representative of the disjointed trilogy overall, it's a shame that such a beloved franchise ended so underwhelmingly."
Star Wars,"Good, it was fun while it lasted Disney, finely crafted, pricey joke, now where is the real bunch of sequels?.. oh.."
Star Wars,"Don't watch this. Its like a transformers movie, just exsisting to sell toys."
Star Wars,"So... here's the summary: Palpatine is back, somehow, with a fleet of planet killing Stardestroyers, as if we weren't tired of those already. He decides to have them in the First Order so he can take over the Galaxy again."
Star Wars,This is perhaps the last in a long line of crapola films by george lucas who made a real killing on the proceeds about a galaxy far far away ... there is nothing of value in any of these films except a lesson in how to avoid being trapped in a big budget film that never ends yet collects millions of dollars for doing nothing
Star Wars,"A terrible movie for Star Wars, cinema or art fans.
It crushes the force and takes Mary Sue-ism and unexplained occurrences to a new height. Frankly, and we have known this all along, the actors and actresses are poor."
Star Wars,"News that is. Very good news.
It is the last one. We don't have to see this cast and crew again (until sequel time in 2021)."
Star Wars,In this film:
Star Wars,"The apparent end of the Star Wars franchise was what I expected. I don't see how they would expand the franchise beyond here, and I hope that they don't. Carrie Fisher deserves to rest in peace."
Star Wars,"Does this even qualify as a movie? Yes, the images move at twenty-four frames a second, but as a story, this is the biggest mess I have ever seen, a mishmash of Macguffins, convenient idiocy to move the plot along, and new flashy Force powers to comb away problems when they arise and the writer cannot come up with a more clever resolution. All the actors seem checked out and I cannot blame them: it's like every movie in this misbegotten trilogy, rather than building on the movie before it, just wants to press the reset button over and over. How can you play a character that way?"
Star Wars,Or yet another Ghostbusters!
Star Wars,"Embarrassing
If there was a lower rating than 1, this film would deserve it. Was this written by a remedial Sunday school class? The rise (hahahaahaaaaa) is a selfish, stupid, and harmful film. If this movie was satire and called ""Bulls**t"", I would still give it a ZREO for even giving screen time to this nonsense. Geez... really, humans."
Star Wars,"Thank GOD it's over, but mercifully, and the highest praise I can give this movie: the 141 minutes, unbelievably, flew by. Unlike the previous installment that was a tad longer, but felt twice as long."
Star Wars,"Positives:
"
Star Wars,"Despite the Last Jedi's misdeeds, I still had some faith and potential ideas for this film's hopes, but as one would expect Disney canned those because they just don't care. Rey is a stale protagonist that nobody cares about, and honestly is so op and emotional that she'd be better off as a sith rather than a jedi. That was my hope, that Rey would turn to the dark side while Kylo would return to the light. That possibly could've saved this film for me, but no, it wasn't meant to be."
Star Wars,"After the debacle that was The Last Jedi, I (and many other lifelong Star Wars fans) had hoped that lessons would have been learned at the House of Mouse, and that the final film in Lucas's proposed nine-movie saga would end the franchise on a high. Sadly, this is not the case."
Star Wars,"This was just rubbish, totally trashed the Star Wars storyline. So basically the palpatine name wiped out the skywalker line and assumed the skywalker name in the end. Just complete junk.....I cannot believe this movie is rated so well. The 3 new Star Wars that came out totally ruined the franchise. The story is terrible, it's too rushed, and just does not have the Star Wars feel. It would have been infinitely better if Rey had actually been a skywalker, but no she's a flipping palpatine!!Palpatine!!! Complete garbage, these episodes need to be forgotten, and Disney needs to go back to the drawing board and get Lucas to direct them again. I mean, they had all the books there that could have drawn from, people would have been immensely happy had they just gone by what's already there, and built off of that, but no, They went off on their own stupid, ridiculous ideas that make no sense and, make it feel like every other trash, empty Hollywood blockbuster that has ever come out. COMPLETE GARBAGE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
Star Wars,"Tick box agenda:
1) Bad screenplay - check
2) Bad casting - check
3) CGIdiocy - check
4) sketchy editing - check
5) subpar soundtrack - check
6) adequate cinematography - check
7) overall lameness - check
8) bad ending - check
9) childhood memories rewritten - check"
Star Wars,"Unforgivably busy and somehow utterly bland. The harder it tries, the sillier it gets. And THAT'S what's GOOD about it! The script is a disaster of epic scale, the characters wooden, the logic completely juvenile, ""Skywalker"" takes all of the philosophical and ethical depth of ""The Last Jedi"" and throws it out the airlock."
Star Wars,"They had the budget, they had the crew, they had talent, they had everything needed to make an amazing movie and they dropped the ball so hard it poked a hole through time and space the same way a singularity does. Even if this movie was a neutron star it still couldn't pull me in."
Star Wars,"A mess of a movie to end a messy trilogy. No explanation of Palpatine's return. Ren serving Palpatine all of a sudden. No explanation for Knights of Ren. Redemption of Ren. Over powered Rey. Leia was apparently trained as a Jedi. Palpatine ""long have I waited"" to be killed by my grand daughter so she can be empress. Why would he wait to rise again to give up all his power by saying ""kill me"". So much trying to fix Ep 8...THIS IS WHAT HAPPENS WHEN YOU DONT MAKE AN OVER ARCHING STORY FOR THE TRILOGY. MOVIE MAKING 101. WRITE YOUR STORY. THIS TRILOGY IS A MESS AND BACKED JJ INTO A CORNER & NOW WE END UP WITH AN AWFUL FINALE FOR A 40 YEAR SAGA. Characters are dropped from Ep 8, irrelevant new characters. Hated her saying Rey Skywalker & Ben/Rey kiss....Just SO disappointed. Only thing K Kennedy has done I've liked is Mandalorian and Rogue One, her trilogy is AWFUL. MAKE A PLAN WHEN ATTEMPTING A TRILOGY."
Star Wars,"What's so exhausting is the fact that this is a sequence of noisy scenes edited together without proper rhythm or room for true feelings. It's a constant overkill of special effects, chases, contrived over-dramatic dialog, explosions, all without ever taking any risk. You know from minute one that no lead will die or get hurt, and only puppets/living props will."
Star Wars,Watching this Disney film makes me notice that the titles are nonsense. Where do they get these titles from? In the first one the force does not awaken. mostly because it is inconsistent with the force. It is always there and never sleeps. In the next one we do not have a last jedi or the series would have ended. And here all Skywalkers are dead. Rey trying to fit herself is laughable of course.
Star Wars,I couldn't have imagined a worse effort and follow up to TLJ in my wildest nightmares. The Rise of Skywalker is a truly horrific Frankensteinian mess of a movie.
Star Wars,Abysmal!!
